class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,,,,,,,,,,
Edible,Convex,Scaly,Gray,True,None,Free,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,,,,,,Scaly,Gray,True,None,Free
Poisonious,Flat,Scaly,Brown,True,Pungent,Free,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,,,,,,Scaly,Brown,True,Pungent,Free
Edible,Convex,Scaly,Red,True,None,Free,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,,,,,,Scaly,Red,True,None,Free
Edible,Flat,Fibrous,White,False,None,Free,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,White,False,None,Free
Edible,Flat,Smooth,Gray,False,None,Free,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,,,,,,Smooth,Gray,False,None,Free
Edible,Convex,Scaly,Gray,True,None,Free,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,,,,,,Scaly,Gray,True,None,Free
Edible,Flat,Fibrous,Gray,True,None,Free,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Flat,Fibrous,Red,True,None,Free,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,,,,,,Fibrous,Red,True,None,Free
Edible,Convex,Smooth,White,False,None,Free,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Fibrous,Red,True,None,Free,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,,,,,,Fibrous,Red,True,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Convex,Fibrous,Gray,True,None,Free,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Convex,Fibrous,yellow,True,Almond,Free,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Fibrous,yellow,True,Almond,Free
Edible,Convex,Fibrous,Red,True,None,Free,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,,,,,,Fibrous,Red,True,None,Free
Poisonious,Flat,Smooth,White,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,,,,,,Smooth,White,True,Pungent,Free
Edible,Convex,Smooth,White,False,None,Free,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Fibrous,Red,True,None,Free,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,,,,,,Fibrous,Red,True,None,Free
Edible,Convex,Scaly,Brown,True,None,Free,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,,,,,,Scaly,Brown,True,None,Free
Edible,Convex,Fibrous,White,False,None,Free,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,White,False,None,Free
Edible,Convex,Fibrous,Gray,True,None,Free,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Convex,Smooth,Gray,False,None,Free,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,,,,,,Smooth,Gray,False,None,Free
Edible,Convex,Scaly,Red,True,None,Free,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,,,,,,Scaly,Red,True,None,Free
Edible,Convex,Scaly,Brown,True,None,Free,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,,,,,,Scaly,Brown,True,None,Free
Edible,Convex,Smooth,White,False,None,Free,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Smooth,Brown,False,None,Free,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,,,,,,Smooth,Brown,False,None,Free
Edible,Convex,Smooth,White,False,None,Free,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Smooth,Brown,False,None,Free,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,,,,,,Smooth,Brown,False,None,Free
Edible,Flat,Fibrous,Red,True,None,Free,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,,,,,,Fibrous,Red,True,None,Free
Edible,Flat,Fibrous,White,False,None,Free,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,White,False,None,Free
Edible,Flat,Fibrous,Gray,False,None,Free,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,Gray,False,None,Free
Edible,Convex,Scaly,Red,True,None,Free,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,,,,,,Scaly,Red,True,None,Free
Edible,Convex,Fibrous,Red,True,None,Free,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,,,,,,Fibrous,Red,True,None,Free
Edible,Convex,Scaly,Gray,True,None,Free,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Scaly,Gray,True,None,Free
Edible,Convex,Fibrous,Red,True,None,Free,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,,,,,,Fibrous,Red,True,None,Free
Edible,Flat,Smooth,Brown,False,None,Free,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,,,,,,Smooth,Brown,False,None,Free
Edible,Convex,Smooth,White,False,None,Free,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Smooth,White,False,None,Free,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Fibrous,White,False,None,Free,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,,,,,,Fibrous,White,False,None,Free
Edible,Convex,Fibrous,Red,True,None,Free,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,,,,,,Fibrous,Red,True,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Flat,Fibrous,Brown,True,None,Free,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Flat,Fibrous,White,True,Anise,Free,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Fibrous,White,True,Anise,Free
Edible,Flat,Fibrous,White,False,None,Free,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,White,False,None,Free
Poisonious,Flat,Scaly,White,True,Pungent,Free,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,White,True,Pungent,Free
Edible,Flat,Fibrous,Gray,True,None,Free,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Convex,Smooth,White,False,None,Free,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Fibrous,White,False,None,Free,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,,,,,,Fibrous,White,False,None,Free
Edible,Convex,Smooth,Brown,False,None,Free,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,,,,,,Smooth,Brown,False,None,Free
Edible,Convex,Fibrous,Brown,False,None,Free,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Smooth,Gray,False,None,Free,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,,,,,,Smooth,Gray,False,None,Free
Edible,Convex,Scaly,Brown,True,None,Free,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,,,,,,Scaly,Brown,True,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Flat,Smooth,Gray,False,None,Free,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,,,,,,Smooth,Gray,False,None,Free
Edible,Flat,Smooth,Brown,False,None,Free,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,,,,,,Smooth,Brown,False,None,Free
Edible,Convex,Smooth,Gray,False,None,Free,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,,,,,,Smooth,Gray,False,None,Free
Edible,Flat,Fibrous,Gray,True,None,Free,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Convex,Smooth,White,False,None,Free,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,,,,,,Smooth,White,False,None,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Flat,Smooth,White,False,None,Free,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Fibrous,Gray,False,None,Free,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,,,,,,Fibrous,Gray,False,None,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Flat,Smooth,Gray,False,None,Free,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,,,,,,Smooth,Gray,False,None,Free
Edible,Flat,Smooth,White,False,None,Free,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Scaly,Red,True,None,Free,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,,,,,,Scaly,Red,True,None,Free
Edible,Convex,Scaly,Gray,True,None,Free,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,,,,,,Scaly,Gray,True,None,Free
Edible,Convex,Scaly,Red,True,None,Free,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,,,,,,Scaly,Red,True,None,Free
Edible,Convex,Fibrous,Gray,False,None,Free,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,Gray,False,None,Free
Edible,Flat,Fibrous,Gray,False,None,Free,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,,,,,,Fibrous,Gray,False,None,Free
Edible,Flat,Scaly,yellow,True,Anise,Free,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,,,,,,Scaly,yellow,True,Anise,Free
Poisonious,Flat,Scaly,White,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,,,,,,Scaly,White,True,Pungent,Free
Edible,Flat,Smooth,Brown,False,None,Free,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,,,,,,Smooth,Brown,False,None,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Flat,Fibrous,Brown,True,None,Free,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Convex,Fibrous,Red,True,None,Free,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,,,,,,Fibrous,Red,True,None,Free
Edible,Flat,Fibrous,Gray,False,None,Free,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,,,,,,Fibrous,Gray,False,None,Free
Edible,Convex,Fibrous,Brown,False,None,Free,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Fibrous,Gray,False,None,Free,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,,,,,,Fibrous,Gray,False,None,Free
Edible,Convex,Scaly,Red,True,None,Free,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,,,,,,Scaly,Red,True,None,Free
Edible,Flat,Fibrous,Brown,True,None,Free,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Convex,Fibrous,Brown,False,None,Free,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Fibrous,Brown,False,None,Free,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Flat,Smooth,White,False,None,Free,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,,,,,,Smooth,White,False,None,Free
Edible,Flat,Smooth,Gray,False,None,Free,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,,,,,,Smooth,Gray,False,None,Free
Poisonious,Flat,Scaly,White,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,,,,,,Scaly,White,True,Pungent,Free
Edible,Bell,Smooth,White,True,Almond,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Smooth,White,True,Almond,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Flat,Fibrous,Gray,False,None,Free,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,Gray,False,None,Free
Edible,Convex,Fibrous,Brown,False,None,Free,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Smooth,Brown,False,None,Free,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,,,,,,Smooth,Brown,False,None,Free
Edible,Flat,Smooth,White,True,Anise,Free,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,,,,,,Smooth,White,True,Anise,Free
Edible,Convex,Fibrous,White,False,None,Free,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,,,,,,Fibrous,White,False,None,Free
Edible,Convex,Smooth,White,False,None,Free,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Smooth,Gray,False,None,Free,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,,,,,,Smooth,Gray,False,None,Free
Edible,Convex,Scaly,Red,True,None,Free,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,,,,,,Scaly,Red,True,None,Free
Edible,Flat,Fibrous,Brown,True,None,Free,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Flat,Fibrous,White,False,None,Free,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,White,False,None,Free
Edible,Flat,Smooth,Brown,False,None,Free,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,,,,,,Smooth,Brown,False,None,Free
Poisonious,Flat,Smooth,White,True,Pungent,Free,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,,,,,,Smooth,White,True,Pungent,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Scaly,Gray,True,None,Free,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,,,,,,Scaly,Gray,True,None,Free
Edible,Convex,Scaly,Gray,True,None,Free,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,,,,,,Scaly,Gray,True,None,Free
Edible,Convex,Fibrous,Gray,False,None,Free,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,,,,,,Fibrous,Gray,False,None,Free
Edible,Convex,Fibrous,Gray,True,None,Free,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Convex,Scaly,Red,True,None,Free,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,,,,,,Scaly,Red,True,None,Free
Edible,Convex,Fibrous,Gray,True,None,Free,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Convex,Fibrous,Gray,True,None,Free,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,,,,,,Fibrous,Brown,True,None,Free
Poisonious,Convex,Smooth,White,True,Pungent,Free,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,,,,,,Smooth,White,True,Pungent,Free
Edible,Convex,Fibrous,Brown,False,None,Free,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Scaly,Brown,True,None,Free,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,,,,,,Scaly,Brown,True,None,Free
Edible,Convex,Fibrous,Gray,True,None,Free,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,,,,,,Fibrous,Gray,True,None,Free
Poisonious,Flat,Scaly,Brown,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g,,,,,,Scaly,Brown,True,Pungent,Free
Edible,Convex,Fibrous,Gray,True,None,Free,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Convex,Fibrous,Gray,False,None,Free,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,Gray,False,None,Free
Edible,Convex,Fibrous,Red,True,None,Free,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,,,,,,Fibrous,Red,True,None,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Flat,Smooth,White,False,None,Free,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,,,,,,Smooth,White,False,None,Free
Edible,Flat,Smooth,Brown,False,None,Free,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,,,,,,Smooth,Brown,False,None,Free
Edible,Convex,Scaly,Red,True,None,Free,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,,,,,,Scaly,Red,True,None,Free
Edible,Flat,Smooth,Brown,False,None,Free,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,,,,,,Smooth,Brown,False,None,Free
Edible,Flat,Fibrous,Brown,True,None,Free,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Flat,Smooth,White,False,None,Free,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Fibrous,Brown,False,None,Free,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,,,,,,Fibrous,Brown,False,None,Free
Poisonious,Convex,Smooth,Brown,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,,,,,,Smooth,Brown,True,Pungent,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Flat,Smooth,Brown,False,None,Free,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,,,,,,Smooth,Brown,False,None,Free
Poisonious,Flat,Scaly,White,True,Pungent,Free,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,,,,,,Scaly,White,True,Pungent,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Convex,Fibrous,Gray,True,None,Free,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Fibrous,Red,True,None,Free,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,,,,,,Fibrous,Red,True,None,Free
Edible,Flat,Fibrous,White,False,None,Free,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,,,,,,Fibrous,White,False,None,Free
Edible,Convex,Fibrous,White,False,None,Free,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,White,False,None,Free
Edible,Convex,Scaly,White,True,Anise,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,,,,,,Scaly,White,True,Anise,Free
Edible,Convex,Smooth,White,False,None,Free,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,,,,,,Smooth,White,False,None,Free
Edible,Convex,Scaly,Gray,True,None,Free,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,,,,,,Scaly,Gray,True,None,Free
Edible,Convex,Fibrous,Gray,True,None,Free,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Convex,Smooth,Gray,False,None,Free,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,,,,,,Smooth,Gray,False,None,Free
Poisonious,Flat,Scaly,White,True,Pungent,Free,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,,,,,,Scaly,White,True,Pungent,Free
Edible,Convex,Fibrous,Red,True,None,Free,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,,,,,,Fibrous,Red,True,None,Free
Poisonious,Flat,Smooth,Brown,True,Pungent,Free,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,,,,,,Smooth,Brown,True,Pungent,Free
Poisonious,Flat,Scaly,Brown,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,,,,,,Scaly,Brown,True,Pungent,Free
Edible,Convex,Fibrous,Gray,True,None,Free,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Flat,Smooth,Brown,False,None,Free,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,,,,,,Smooth,Brown,False,None,Free
Edible,Convex,Fibrous,Gray,True,None,Free,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,,,,,,Fibrous,Gray,True,None,Free
Edible,Convex,Fibrous,Brown,False,None,Free,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Flat,Smooth,Brown,False,None,Free,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,,,,,,Smooth,Brown,False,None,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Smooth,Brown,False,None,Free,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,,,,,,Smooth,Brown,False,None,Free
Edible,Convex,Smooth,Brown,False,None,Free,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,,,,,,Smooth,Brown,False,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Convex,Scaly,Red,True,None,Free,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,,,,,,Scaly,Red,True,None,Free
Edible,Flat,Smooth,Brown,False,None,Free,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,,,,,,Smooth,Brown,False,None,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,,,,,,Fibrous,Brown,True,None,Free
Poisonious,Flat,Scaly,White,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,,,,,,Scaly,White,True,Pungent,Free
Edible,Convex,Scaly,yellow,True,Anise,Free,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g,,,,,,Scaly,yellow,True,Anise,Free
Poisonious,Flat,Smooth,Brown,True,Pungent,Free,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,,,,,,Smooth,Brown,True,Pungent,Free
Edible,Flat,Fibrous,White,False,None,Free,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,,,,,,Fibrous,White,False,None,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,Brown,False,None,Free
Poisonious,Flat,Smooth,Brown,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,,,,,,Smooth,Brown,True,Pungent,Free
Edible,Convex,Smooth,Brown,False,None,Free,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,,,,,,Smooth,Brown,False,None,Free
Edible,Convex,Fibrous,Brown,False,None,Free,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Fibrous,Red,True,None,Free,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,,,,,,Fibrous,Red,True,None,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Fibrous,White,False,None,Free,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,,,,,,Fibrous,White,False,None,Free
Edible,Flat,Smooth,Gray,False,None,Free,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,,,,,,Smooth,Gray,False,None,Free
Edible,Flat,Fibrous,White,False,None,Free,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,White,False,None,Free
Edible,Flat,Smooth,yellow,True,Almond,Free,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Smooth,yellow,True,Almond,Free
Edible,Flat,Fibrous,White,True,Almond,Free,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Fibrous,White,True,Almond,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,,,,,,Fibrous,Brown,False,None,Free
